domainname,asn_nr,nr_src,nr_asn,status
swisscomras.ch,,,3220.0,legitimate
swisscomstream.ch,,,3187.0,legitimate
labnet.ch,,,3170.0,legitimate
arebos.ch,,,3153.0,legitimate
grimselstrom.ch,,,3095.0,legitimate
lululemon.ch,,,9945.0,legitimate
ilem-cloud.ch,,,8969.0,legitimate
up-network.ch,,,6711.0,legitimate
unispital.ch,,,6002.0,legitimate
scheidegger-spiess.ch,,,4346.0,legitimate
swisspost.ch,,,3762.0,legitimate
emr.ch,,,3728.0,legitimate
teknology.ch,,,3639.0,legitimate
c3000.ch,,,3443.0,legitimate
eskamed.ch,,,3440.0,legitimate
scip.ch,,,3392.0,legitimate
xoom.ch,,,3329.0,legitimate
abraxas-apps.ch,,,3245.0,legitimate
joinhoney.ch,,,3233.0,legitimate
localcities.ch,,,3214.0,legitimate
nostr.ch,,,3203.0,legitimate
viaas.ch,,,3154.0,legitimate
kwo.ch,,,3117.0,legitimate
mdm-mobile.ch,,,3095.0,legitimate
sinso.ch,,,3067.0,legitimate
mccip.ch,,,3065.0,legitimate
bdo.ch,,,3063.0,legitimate
bucher-walt.ch,,,3017.0,legitimate
abraxas-apis.ch,,,3011.0,legitimate
bekb.ch,,,3003.0,legitimate
lebzoo.ch,,,6832.0,legitimate
adunit.ch,,,5330.0,legitimate
insentia.ch,,,5244.0,legitimate
casino777.ch,,,5220.0,legitimate
fidentity.ch,,,5152.0,legitimate
2ix.ch,,,5139.0,legitimate
coiffeurvergleich.ch,,,5128.0,legitimate
directories.ch,,,5084.0,legitimate
delen.ch,,,5064.0,legitimate
cura-med.ch,,,5023.0,legitimate
swisscom-immobilien.ch,,,4983.0,legitimate
modeso.ch,,,4972.0,legitimate
lima-city.ch,,,4922.0,legitimate
elvetino.ch,,,4914.0,legitimate
fahrlehrervergleich.ch,,,4911.0,legitimate
scbs.ch,,,4896.0,legitimate
12hp.ch,,,4872.0,legitimate
fly-simulator.ch,,,4773.0,legitimate
valuepension.ch,,,4746.0,legitimate
crb.ch,,,4745.0,legitimate
4lima.ch,,,4724.0,legitimate
cath.ch,,,4692.0,legitimate
yourpension.ch,,,4679.0,legitimate
transsicura.ch,,,4658.0,legitimate
companydirekt.ch,,,4615.0,legitimate
vans.ch,,,4560.0,legitimate
swisscom-health.ch,,,4474.0,legitimate
swiss-flightpass.ch,,,4465.0,legitimate
evita.ch,,,4458.0,legitimate
companydirect.ch,,,4454.0,legitimate
horizonte-magazin.ch,,,4422.0,legitimate
bernmobil.ch,,,4327.0,legitimate
blasercafe.ch,,,4307.0,legitimate
sbc-ticketing.ch,,,4283.0,legitimate
nutellabready.ch,,,4224.0,legitimate
swisstrustdir.ch,,,4140.0,legitimate
idisign.ch,,,4134.0,legitimate
enea.ch,,,4117.0,legitimate
redbull.ch,,,4070.0,legitimate
kinderjoy.ch,,,4065.0,legitimate
blue-action.ch,,,4063.0,legitimate
medicalconnector.ch,,,4053.0,legitimate
ferrero.ch,,,4031.0,legitimate
creapharma.ch,,,4008.0,legitimate
bonuscard.ch,,,3994.0,legitimate
aldi-suisse-tours.ch,,,3986.0,legitimate
fenceit.ch,,,3984.0,legitimate
commerzbank.ch,,,3950.0,legitimate
concordia-sozialprojekte.ch,,,3920.0,legitimate
smeoffer.ch,,,3915.0,legitimate
sitefree.ch,,,3914.0,legitimate
dnsking.ch,,,3904.0,legitimate
changemaker.ch,,,3899.0,legitimate
cetoday.ch,,,3880.0,legitimate
auerhahn-bestecke.ch,,,3880.0,legitimate
baumuster.ch,,,3873.0,legitimate
comstage-etf.ch,,,3872.0,legitimate
auerhahn-design.ch,,,3859.0,legitimate
ferreroblackforest.ch,,,3857.0,legitimate
bonus.ch,,,3847.0,legitimate
cornelia.ch,,,3829.0,legitimate
company-direct.ch,,,3805.0,legitimate
basf-coatings.ch,,,3804.0,legitimate
kinderjoyofmoving.ch,,,3802.0,legitimate
kindermilchschnitte.ch,,,3785.0,legitimate
db-mobility-services.ch,,,3781.0,legitimate
bnb.ch,,,3775.0,legitimate
cinetrade.ch,,,3769.0,legitimate
faktor-zertifikate.ch,,,3763.0,legitimate
casticino.ch,,,3752.0,legitimate
activfitness.ch,,,3739.0,legitimate
jls.ch,,,3728.0,legitimate
mon-cheri.ch,,,3725.0,legitimate
company-direkt.ch,,,3725.0,legitimate
cornertrader.ch,,,3718.0,legitimate
kinder-nutella.ch,,,3716.0,legitimate
99designs.ch,,,3716.0,legitimate
tic-tac.ch,,,3702.0,legitimate
babyjoe.ch,,,3701.0,legitimate
ferrerogiotto.ch,,,3700.0,legitimate
dbcarsharing.ch,,,3691.0,legitimate
berrybase.ch,,,3685.0,legitimate
amberwireless.ch,,,3684.0,legitimate
sevennetworks.ch,,,3684.0,legitimate
bienen.ch,,,3678.0,legitimate
ferreroraffaello.ch,,,3675.0,legitimate
basf-it-services.ch,,,3668.0,legitimate
flinkster-carsharing.ch,,,3666.0,legitimate
kindermaxiking.ch,,,3661.0,legitimate
swissbankers.ch,,,3660.0,legitimate
ferrerorondnoir.ch,,,3657.0,legitimate
berufsberatung.ch,,,3647.0,legitimate
kinderschokobons.ch,,,3640.0,legitimate
kinderdelice.ch,,,3639.0,legitimate
kinderchocofresh.ch,,,3638.0,legitimate
swissid.ch,,,3635.0,legitimate
kinderbueno.ch,,,3628.0,legitimate
angela-bruderer.ch,,,3620.0,legitimate
ferrerorocher.ch,,,3619.0,legitimate
auspuff-luethi.ch,,,3616.0,legitimate
webtiser.ch,,,3615.0,legitimate
ccifs.ch,,,3607.0,legitimate
geschenk24.ch,,,3602.0,legitimate
kinderueberraschung.ch,,,3598.0,legitimate
dbrent.ch,,,3596.0,legitimate
sbcnms.ch,,,5724.0,legitimate
swisstrustcert.ch,,,5707.0,legitimate
swisstrustroom.ch,,,5619.0,legitimate
swisscom-alarm.ch,,,5531.0,legitimate
sbc-nms.ch,,,5520.0,legitimate
asca.ch,,,5456.0,legitimate
cpln.ch,,,5316.0,legitimate
johndeere.ch,,,5304.0,legitimate
e-directories.ch,,,5295.0,legitimate
johndeeredistributor.ch,,,4939.0,legitimate
itnetx.ch,,,4924.0,legitimate
zoon.ch,,,4862.0,legitimate
purina.ch,,,4778.0,legitimate
bluenews.ch,,,4744.0,legitimate
johndeereshop.ch,,,4733.0,legitimate
medicalshare.ch,,,4730.0,legitimate
cateringvergleich.ch,,,4724.0,legitimate
garage-vergleich.ch,,,4716.0,legitimate
sospos.ch,,,4703.0,legitimate
fotografvergleich.ch,,,4693.0,legitimate
h-net.ch,,,4692.0,legitimate
blue-streaming.ch,,,4657.0,legitimate
swisscombroadcast.ch,,,4639.0,legitimate
blue-sport.ch,,,4636.0,legitimate
coaching-vergleich.ch,,,4634.0,legitimate
elektrikervergleich.ch,,,4624.0,legitimate
curabill.ch,,,4620.0,legitimate
apotheken-vergleich.ch,,,4591.0,legitimate
tierarztvergleich.ch,,,4591.0,legitimate
physiotherapievergleich.ch,,,4571.0,legitimate
nagelstudiovergleich.ch,,,4562.0,legitimate
akupunkturvergleich.ch,,,4554.0,legitimate
etv.ch,,,4552.0,legitimate
wellness-spa-vergleich.ch,,,4552.0,legitimate
hautarztvergleich.ch,,,4547.0,legitimate
dolce-gusto.ch,,,4545.0,legitimate
gartenbauvergleich.ch,,,4543.0,legitimate
massagevergleich.ch,,,4542.0,legitimate
directoriesdata.ch,,,4527.0,legitimate
floristvergleich.ch,,,4526.0,legitimate
digitalone.ch,,,4520.0,legitimate
bijouterie-vergleich.ch,,,4519.0,legitimate
sabo-online.ch,,,4513.0,legitimate
swisslist.ch,,,4513.0,legitimate
blue-games.ch,,,4504.0,legitimate
fitnessstudio-vergleich.ch,,,4500.0,legitimate
augenarztvergleich.ch,,,4499.0,legitimate
optiker-vergleich.ch,,,4485.0,legitimate
kitagcinemas.ch,,,4477.0,legitimate
blue-vision.ch,,,4474.0,legitimate
reinigungsfirmavergleich.ch,,,4473.0,legitimate
bestattungsvergleich.ch,,,4472.0,legitimate
sporttv.ch,,,4459.0,legitimate
kickassanime.ch,,,4451.0,legitimate
metzgereivergleich.ch,,,4450.0,legitimate
pflegeheimvergleich.ch,,,4450.0,legitimate
oeffentliches-verzeichnis.ch,,,4446.0,legitimate
fondue-vergleich.ch,,,4443.0,legitimate
first-lounge.ch,,,4431.0,legitimate
lanexpert.ch,,,4428.0,legitimate
immoverwaltungsvergleich.ch,,,4427.0,legitimate
druckereien-vergleich.ch,,,4427.0,legitimate
reisebuerovergleich.ch,,,4425.0,legitimate
blue-vod.ch,,,4423.0,legitimate
localclubs.ch,,,4418.0,legitimate
consultingvergleich.ch,,,4417.0,legitimate
bodenlegervergleich.ch,,,4416.0,legitimate
osteopathievergleich.ch,,,4405.0,legitimate
ernaehrungsberatungsvergleich.ch,,,4400.0,legitimate
blue-tv.ch,,,4397.0,legitimate
blueaction.ch,,,4397.0,legitimate
firstlounge.ch,,,4388.0,legitimate
teleclubnow.ch,,,4387.0,legitimate
tanzschulvergleich.ch,,,4379.0,legitimate
publibike.ch,,,4376.0,legitimate
schreinervergleich.ch,,,4372.0,legitimate
pannenhilfevergleich.ch,,,4369.0,legitimate
innenarchitektvergleich.ch,,,4365.0,legitimate
kitag.ch,,,4360.0,legitimate
teleclub-zoom.ch,,,4356.0,legitimate
worklink.ch,,,4351.0,legitimate
blue-xtra.ch,,,4349.0,legitimate
helloclass.ch,,,4344.0,legitimate
kosmetikvergleich.ch,,,4342.0,legitimate
swisscomdigitaltechnology.ch,,,4340.0,legitimate
kinotheater.ch,,,4335.0,legitimate
teleclubsport.ch,,,4335.0,legitimate
jlr-connect.ch,,,4326.0,legitimate
sanitaervergleich.ch,,,4324.0,legitimate
umzugsfirma-vergleich.ch,,,4322.0,legitimate
first-lounge-cinema.ch,,,4321.0,legitimate
bluesports.ch,,,4308.0,legitimate
multisource.ch,,,4301.0,legitimate
teleclub-sport.ch,,,4298.0,legitimate
starbucks.ch,,,4298.0,legitimate
hcard.ch,,,4296.0,legitimate
blueplay.ch,,,4294.0,legitimate
gu-vergleich.ch,,,4291.0,legitimate
nachhilfevergleich.ch,,,4286.0,legitimate
bluekino.ch,,,4272.0,legitimate
kinderarztvergleich.ch,,,4270.0,legitimate
ealarmstarter.ch,,,4266.0,legitimate
triamed.ch,,,4266.0,legitimate
maler-gipser-vergleich.ch,,,4262.0,legitimate
thomy.ch,,,4259.0,legitimate
multisourcepro.ch,,,4258.0,legitimate
u-s-p.ch,,,4257.0,legitimate
veloshop-vergleich.ch,,,4257.0,legitimate
volvo-online.ch,,,4256.0,legitimate
kinderkrippen-vergleich.ch,,,4252.0,legitimate
bluecinemas.ch,,,4252.0,legitimate
yoga-pilates-vergleich.ch,,,4248.0,legitimate
tennisclubvergleich.ch,,,4244.0,legitimate
blue-ondemand.ch,,,4243.0,legitimate
blue-family.ch,,,4240.0,legitimate
blue-plus.ch,,,4238.0,legitimate
bluesport.ch,,,4236.0,legitimate
phonebazaar.ch,,,4234.0,legitimate
bluetv.ch,,,4227.0,legitimate
teleclubsports.ch,,,4225.0,legitimate
pdns.ch,,,4223.0,legitimate
firstloungecinema.ch,,,4220.0,legitimate
blue-entertainment.ch,,,4220.0,legitimate
digitalassessment.ch,,,4219.0,legitimate
blueentertainment.ch,,,4213.0,legitimate
blue-league.ch,,,4188.0,legitimate
nestlehealthscience.ch,,,4186.0,legitimate
blueseries.ch,,,4175.0,legitimate
blue-live.ch,,,4172.0,legitimate
blue-player.ch,,,4171.0,legitimate
bluesmarttv.ch,,,4171.0,legitimate
valiant-privatbankag.ch,,,4170.0,legitimate
mucc-services.ch,,,4169.0,legitimate
blue-cinemas.ch,,,4168.0,legitimate
informatikervergleich.ch,,,4166.0,legitimate
blue-serie.ch,,,4162.0,legitimate
ealarm-safemode.ch,,,4158.0,legitimate
bluepremium.ch,,,4148.0,legitimate
mycablex.ch,,,4146.0,legitimate
valiantpuls.ch,,,4144.0,legitimate
kinotheaterag.ch,,,4131.0,legitimate
medicalexchange.ch,,,4130.0,legitimate
bluegoal.ch,,,4128.0,legitimate
blue-ppv.ch,,,4125.0,legitimate
swisscom-mcc.ch,,,4122.0,legitimate
swisscom-learningcenter.ch,,,4120.0,legitimate
bluepackages.ch,,,4118.0,legitimate
valiantprivatbank.ch,,,4116.0,legitimate
banque-valiant.ch,,,4116.0,legitimate
kitagcinema.ch,,,4113.0,legitimate
valiantbank.ch,,,4103.0,legitimate
bluestreaming.ch,,,4103.0,legitimate
bluefamily.ch,,,4102.0,legitimate
blue-news.ch,,,4090.0,legitimate
bluegaming.ch,,,4084.0,legitimate
teleclubplay.ch,,,4083.0,legitimate
blueinfo.ch,,,4083.0,legitimate
swisscom-flaechen.ch,,,4083.0,legitimate
cinebowling.ch,,,4080.0,legitimate
blueretro.ch,,,4080.0,legitimate
blue-app.ch,,,4070.0,legitimate
bluedoku.ch,,,4066.0,legitimate
localreservation.ch,,,4057.0,legitimate
valiantholdingag.ch,,,4055.0,legitimate
videoinsider.ch,,,4053.0,legitimate
valiantsa.ch,,,4051.0,legitimate
blue-series.ch,,,4050.0,legitimate
blueserie.ch,,,4043.0,legitimate
blue-doku.ch,,,4040.0,legitimate
valiantholding-ag.ch,,,4038.0,legitimate
blueondemand.ch,,,4037.0,legitimate
blue-info.ch,,,4035.0,legitimate
kpt.ch,,,5525.0,legitimate
swisscom-shop.ch,,,4974.0,legitimate
apple.ch,,,4933.0,legitimate
financescout24.ch,,,4741.0,legitimate
sbcstreams.ch,,,4653.0,legitimate
mycloudswisscom.ch,,,4595.0,legitimate
molo.ch,,,4572.0,legitimate
benjerry.ch,,,4519.0,legitimate
wah.ch,,,4499.0,legitimate
brainloop.ch,,,4492.0,legitimate
astaro.ch,,,4459.0,legitimate
dedica.ch,,,4443.0,legitimate
mobileiclp.ch,,,4393.0,legitimate
getdragon.ch,,,4383.0,legitimate
visaeurope.ch,,,4302.0,legitimate
supertela.ch,,,4283.0,legitimate
4youdomains.ch,,,4276.0,legitimate
gruner.ch,,,4258.0,legitimate
philadelphia.ch,,,4242.0,legitimate
cablex-toolbox.ch,,,4222.0,legitimate
abbvie-patientcare.ch,,,4140.0,legitimate
t-l.ch,,,4042.0,legitimate
edited.ch,,,4041.0,legitimate
abbvie.ch,,,4028.0,legitimate
meili-aktuell.ch,,,4009.0,legitimate
ckw.ch,,,3968.0,legitimate
schell-consult.ch,,,3941.0,legitimate
klaun.ch,,,3931.0,legitimate
sig-ge.ch,,,3922.0,legitimate
roche.ch,,,3904.0,legitimate
swissdevjobs.ch,,,3881.0,legitimate
servicenow.ch,,,3863.0,legitimate
resmed.ch,,,3858.0,legitimate
dotwatch.ch,,,6396.0,legitimate
unihockey.ch,,,6151.0,legitimate
tbnet.ch,,,5871.0,legitimate
mobiliere.ch,,,5517.0,legitimate
sexonline.ch,,,5130.0,legitimate
geroshop.ch,,,5110.0,legitimate
coface.ch,,,5098.0,legitimate
firenet.ch,,,5088.0,legitimate
ronux.ch,,,4794.0,legitimate
sexxxymeet.ch,,,4761.0,legitimate
lizenzguru.ch,,,4721.0,legitimate
infra-2host.ch,,,4721.0,legitimate
flirtexpress.ch,,,4615.0,legitimate
onlyfy.ch,,,4350.0,legitimate
wpst.ch,,,4328.0,legitimate
bcg.ch,,,4237.0,legitimate
cxg.ch,,,4231.0,legitimate
fhgr.ch,,,4223.0,legitimate
owita.ch,,,4216.0,legitimate
artekag.ch,,,4190.0,legitimate
mcba.ch,,,4121.0,legitimate
kos.ch,,,4117.0,legitimate
picote.ch,,,4084.0,legitimate
linkyard-cloud.ch,,,4040.0,legitimate
thebostonconsultinggroup.ch,,,3989.0,legitimate
thebostonconsulting.ch,,,3986.0,legitimate
aadtestfhnw.ch,,,3977.0,legitimate
the-boston-consulting.ch,,,3943.0,legitimate
digitalsystems.ch,,,3938.0,legitimate
sorocaba.ch,,,3883.0,legitimate
pc-plus.ch,,,3820.0,legitimate
myphotobook.ch,,,3803.0,legitimate
bostonconsulting.ch,,,3790.0,legitimate
gl.ch,,,3784.0,legitimate
bostonconsultinggroup.ch,,,3716.0,legitimate
mod0.ch,,,3690.0,legitimate
prepaidhoster.ch,,,3656.0,legitimate
chatgpt.ch,,,9440.0,legitimate
weiterdev.ch,,,7440.0,legitimate
fyy.ch,,,5767.0,legitimate
poi.ch,,,5481.0,legitimate
enterpriselab.ch,,,5469.0,legitimate
calmsolutions.ch,,,5369.0,legitimate
bdm-swiss.ch,,,5250.0,legitimate
tidata.ch,,,5197.0,legitimate
paulownias.ch,,,5006.0,legitimate
beitsa.ch,,,4643.0,legitimate
jsxc.ch,,,4518.0,legitimate
jr-online.ch,,,4409.0,legitimate
abiz.ch,,,4365.0,legitimate
1004.ch,,,4335.0,legitimate
bc-computer.ch,,,4278.0,legitimate
dr-med.ch,,,4268.0,legitimate
siegen.ch,,,4123.0,legitimate
wonderhost.ch,,,4094.0,legitimate
emf-informatique.ch,,,4069.0,legitimate
tividoo.ch,,,4013.0,legitimate
tiptec.ch,,,3951.0,legitimate
hlinet.ch,,,3938.0,legitimate
medgate.ch,,,3924.0,legitimate
neuroth.ch,,,3886.0,legitimate
q-digital.ch,,,3879.0,legitimate
novinet.ch,,,3846.0,legitimate
spitalstsag.ch,,,3802.0,legitimate
evoting.ch,,,3784.0,legitimate
blue-goal.ch,,,3734.0,legitimate
blueplayer.ch,,,3724.0,legitimate
faces.ch,,,3722.0,legitimate
blue-premium.ch,,,3720.0,legitimate
box26.ch,,,5061.0,legitimate
nxtlvl.ch,,,4776.0,legitimate
ekt.ch,,,4633.0,legitimate
hessab.ch,,,4520.0,legitimate
veepee.ch,,,3914.0,legitimate
olma-messen.ch,,,3902.0,legitimate
lugano.ch,,,3756.0,legitimate
ninegcp.ch,,,3742.0,legitimate
amag-group.ch,,,3715.0,legitimate
sorba.ch,,,3708.0,legitimate
ig-burp.ch,,,3697.0,legitimate
buhlertest.ch,,,3683.0,legitimate
dbschenker.ch,,,3640.0,legitimate
nt-sitebuilder.ch,,,3633.0,legitimate
buhler-datascience.ch,,,3633.0,legitimate
paweco.ch,,,3631.0,legitimate
schenker.ch,,,3608.0,legitimate
callabike.ch,,,3606.0,legitimate
fansale.ch,,,3686.0,legitimate
topdestination.ch,,,3158.0,legitimate
arriva-suisse.ch,,,3135.0,legitimate
arriva-schweiz.ch,,,3118.0,legitimate
arriva-svizzera.ch,,,3115.0,legitimate
deutschebahn.ch,,,3102.0,legitimate
turnerclassicmovies.ch,,,3088.0,legitimate
call-a-bike.ch,,,3069.0,legitimate
deutsche-bahn.ch,,,3029.0,legitimate
dbnetze.ch,,,3021.0,legitimate
schenker-schweiz.ch,,,3017.0,legitimate
dbcargo.ch,,,3013.0,legitimate
db-schenker.ch,,,3010.0,legitimate
ollisbahnwelt.ch,,,3010.0,legitimate
olisbahnwelt.ch,,,3009.0,legitimate
db-cargo.ch,,,3002.0,legitimate
dbschenkerrail.ch,,,3002.0,legitimate
schenkerschweiz.ch,,,2983.0,legitimate
db-netze.ch,,,2982.0,legitimate
db-schenker-rail.ch,,,2960.0,legitimate
xcpro.ch,,,2876.0,legitimate
dzx.ch,,,2863.0,legitimate
oneict.ch,,,2796.0,legitimate
pocketcoffee.ch,,,2794.0,legitimate
zugerkb.ch,,,2765.0,legitimate
f10.ch,,,2716.0,legitimate
adinox.ch,,,2704.0,legitimate
thales-suisse.ch,,,2684.0,legitimate
sunstore.ch,,,2683.0,legitimate
fuhrpark.ch,,,2678.0,legitimate
amplay.ch,7798.0,,,legitimate
buchzentrum.ch,7522.0,,,legitimate
ishr.ch,7492.0,,,legitimate
buchmann.ch,7381.0,,,legitimate
swisstuning.ch,7138.0,,,legitimate
ramtronic-shop.ch,6875.0,,,legitimate
eurojuris.ch,6704.0,,,legitimate
computerli.ch,6672.0,,,legitimate
orafa.ch,6661.0,,,legitimate
ldbar.ch,6557.0,,,legitimate
schmid-elektronik.ch,6356.0,,,legitimate
distribution.ch,6150.0,,,legitimate
starrail.ch,6130.0,,,legitimate
l4p1n.ch,6130.0,,,legitimate
mediamaps.ch,6105.0,,,legitimate
nzzmg.ch,5788.0,,,legitimate
wolltraum.ch,5781.0,,,legitimate
stumbles.ch,5699.0,,,legitimate
traildevils.ch,5574.0,,,legitimate
adfinis-on-exoscale.ch,5487.0,,,legitimate
wortundwirkung.ch,5352.0,,,legitimate
safeswisscloud.ch,5316.0,,,legitimate
macrosystem.ch,5162.0,,,legitimate
milhit.ch,5137.0,,,legitimate
2li.ch,5091.0,,,legitimate
cyberhome.ch,5068.0,,,legitimate
ta7.ch,5009.0,,,legitimate
bongenie-grieder.ch,4893.0,,,legitimate
casecompany.ch,4877.0,,,legitimate
netcinetv.ch,4677.0,,,legitimate
zoe-discord-bot.ch,4459.0,,,legitimate
dyndns24.ch,4441.0,,,legitimate
doing.ch,4163.0,,,legitimate
mp-newsletter.ch,4137.0,,,legitimate
healthpartner.ch,4045.0,,,legitimate
mjanja.ch,4043.0,,,legitimate
adiheutschi.ch,4009.0,,,legitimate
zetcom.ch,3928.0,,,legitimate
kookcuisines.ch,3920.0,,,legitimate
libertyhost.ch,3881.0,,,legitimate
inkmat.ch,3859.0,,,legitimate
dbstrategy.ch,3663.0,,,legitimate
cloudns.ch,3630.0,,,legitimate
l4sdns.ch,3612.0,,,legitimate
krk05.ch,3575.0,,,legitimate
health-connect.ch,3530.0,,,legitimate
weboffice.ch,3513.0,,,legitimate
myls-server.ch,3483.0,,,legitimate
moocloud.ch,3480.0,,,legitimate
notino.ch,3434.0,,,legitimate
swiss-aquatics.ch,3429.0,,,legitimate
defect.ch,3389.0,,,legitimate
bmw-motorrad.ch,3386.0,,,legitimate
ixcloud.ch,3381.0,,,legitimate
myscience.ch,3367.0,,,legitimate
soxes-projects.ch,3315.0,,,legitimate
tooting.ch,3311.0,,,legitimate
digital-manufaktur.ch,3271.0,,,legitimate
toyota.ch,3213.0,,,legitimate
travizory.ch,3211.0,,,legitimate
cdl.ch,3209.0,,,legitimate
nymte.ch,3208.0,,,legitimate
thelabelfinder.ch,9235.0,,,legitimate
s3-swiss.ch,8165.0,,,legitimate
qcode.ch,6455.0,,,legitimate
allo.ch,5046.0,,,legitimate
outdoor-schwyz.ch,4636.0,,,legitimate
remax.ch,3924.0,,,legitimate
optive.ch,3844.0,,,legitimate
la-garenne.ch,3827.0,,,legitimate
netcinehd.ch,3711.0,,,legitimate
fgirl.ch,3571.0,,,legitimate
vacc.ch,3520.0,,,legitimate
ssbm.ch,3479.0,,,legitimate
newstore.ch,3461.0,,,legitimate
mydrive.ch,3443.0,,,legitimate
taywa.ch,3348.0,,,legitimate
h-web.ch,3337.0,,,legitimate
holidayguru.ch,3317.0,,,legitimate
sport.ch,3315.0,,,legitimate
kkiosk.ch,3278.0,,,legitimate
zentralplus.ch,3256.0,,,legitimate
smartcric.ch,3253.0,,,legitimate
zenminded.ch,3209.0,,,legitimate
fdp.ch,3207.0,,,legitimate
petitesannonces.ch,3198.0,,,legitimate
xdate.ch,3194.0,,,legitimate
guapi.ch,3159.0,,,legitimate
geneveid.ch,3158.0,,,legitimate
ford.ch,3143.0,,,legitimate
meat4you.ch,10418.0,,,legitimate
smemmusic.ch,10047.0,,,legitimate
talendo.ch,9388.0,,,legitimate
guehring.ch,8706.0,,,legitimate
eper.ch,7250.0,,,legitimate
appleladen.ch,7131.0,,,legitimate
edu-vd.ch,6610.0,,,legitimate
zip.ch,6529.0,,,legitimate
bman.ch,5606.0,,,legitimate
softub.ch,5550.0,,,legitimate
econophone.ch,5227.0,,,legitimate
dignitas.ch,5135.0,,,legitimate
win.ch,5014.0,,,legitimate
opendata.ch,4966.0,,,legitimate
stettlersapphire.ch,4935.0,,,legitimate
ruag.ch,4631.0,,,legitimate
zhwin.ch,4393.0,,,legitimate
netcinez.ch,4369.0,,,legitimate
aeliadutyfree.ch,4328.0,,,legitimate
qcad.ch,4325.0,,,legitimate
griederbauteile.ch,4207.0,,,legitimate
base4kids.ch,4188.0,,,legitimate
kvz-schule.ch,4120.0,,,legitimate
imap.ch,4090.0,,,legitimate
interruptor.ch,4061.0,,,legitimate
medicosearch.ch,4059.0,,,legitimate
europcar.ch,4059.0,,,legitimate
billigbuch.ch,4032.0,,,legitimate
fiff.ch,4021.0,,,legitimate
funk-forum.ch,3935.0,,,legitimate
it-viking.ch,3888.0,,,legitimate
swi-services.ch,3846.0,,,legitimate
vedia.ch,3840.0,,,legitimate
tranquille.ch,3827.0,,,legitimate
skatedeluxe.ch,3824.0,,,legitimate
swype.ch,3777.0,,,legitimate
phtg.ch,3766.0,,,legitimate
etavis.ch,3762.0,,,legitimate
openalfa.ch,3745.0,,,legitimate
bluwein.ch,3724.0,,,legitimate
stape.ch,3669.0,,,legitimate
haarshop.ch,3665.0,,,legitimate
staatenlos.ch,3641.0,,,legitimate
flaconi.ch,3632.0,,,legitimate
infoflora.ch,3624.0,,,legitimate
mathworks.ch,3614.0,,,legitimate
6855.ch,3592.0,,,legitimate
connectsvr.ch,3577.0,,,legitimate
reka.ch,3545.0,,,legitimate
kisc.ch,3537.0,,,legitimate
eventbrite.ch,3531.0,,,legitimate
srv-myls.ch,3518.0,,,legitimate
interlaken.ch,3509.0,,,legitimate
akpool.ch,3493.0,,,legitimate
a-commerce.ch,3489.0,,,legitimate
