domainname,asn_nr,nr_src,nr_asn,status
mgw.ch,,57122.0,,legitimate
swissindoors.ch,,44046.0,,legitimate
arbor-ag.ch,,35322.0,,legitimate
swissindoorsbasel.ch,,34574.0,,legitimate
transperfect.ch,,32620.0,,legitimate
geschenkidee.ch,,32020.0,,legitimate
jmc-software.ch,,31770.0,,legitimate
herzogdemeuron.ch,,31548.0,,legitimate
ubs.ch,,31511.0,,legitimate
neuvoo.ch,,31370.0,,legitimate
snowboard.ch,,30938.0,,legitimate
simnetsa.ch,,30883.0,,legitimate
xn--unfi-6pa.ch,,30574.0,,legitimate
bull-services.ch,,30562.0,,legitimate
warplink.ch,,30532.0,,legitimate
hrcd.ch,,30443.0,,legitimate
fmi.ch,,30200.0,,legitimate
redacted.ch,,29742.0,,legitimate
valsys.ch,,29635.0,,legitimate
guk.ch,,29631.0,,legitimate
dnshosting.ch,,29580.0,,legitimate
fm1today.ch,,29473.0,,legitimate
cubetech.ch,,29396.0,,legitimate
abf.ch,,29352.0,,legitimate
cybernet.ch,,29337.0,,legitimate
laliberte.ch,,29326.0,,legitimate
labroye.ch,,29310.0,,legitimate
folag.ch,,29244.0,,legitimate
arcon.ch,,29149.0,,legitimate
e-novinfo.ch,,29135.0,,legitimate
unia.ch,,29011.0,,legitimate
getyourguide.ch,,28970.0,,legitimate
sz.ch,,28803.0,,legitimate
swisscasinos.ch,,50117.0,,legitimate
hash-tech.ch,,43557.0,,legitimate
tiscalinet.ch,,41080.0,,legitimate
kickass2.ch,,40854.0,,legitimate
mysunrise.ch,,39918.0,,legitimate
postmail.ch,,38758.0,,legitimate
greenmail.ch,,37208.0,,legitimate
infopro.ch,,36706.0,,legitimate
mowgli.ch,,34366.0,,legitimate
stankovic.ch,,34061.0,,legitimate
ksa.ch,,33606.0,,legitimate
tageswoche.ch,,33071.0,,legitimate
lehner-versand.ch,,32807.0,,legitimate
smile.ch,,32578.0,,legitimate
xc-host.ch,,32290.0,,legitimate
tpg.ch,,32154.0,,legitimate
surfeu.ch,,32119.0,,legitimate
i2k.ch,,31742.0,,legitimate
webforge-dns.ch,,31646.0,,legitimate
active.ch,,31617.0,,legitimate
saas-fee.ch,,31549.0,,legitimate
ville-geneve.ch,,31476.0,,legitimate
gkb.ch,,31323.0,,legitimate
citius.ch,,31255.0,,legitimate
allianz.ch,,31177.0,,legitimate
inoweb.ch,,30777.0,,legitimate
tura.ch,,30689.0,,legitimate
davos.ch,,30634.0,,legitimate
mondovino.ch,,30585.0,,legitimate
armacom.ch,,30521.0,,legitimate
ecodev.ch,,30478.0,,legitimate
drehpunkt.ch,,30436.0,,legitimate
verbier.ch,,30403.0,,legitimate
mymail.ch,,30359.0,,legitimate
ebcomdns.ch,,30291.0,,legitimate
phbern.ch,,30256.0,,legitimate
radiosonline.ch,,30243.0,,legitimate
decent.ch,,30238.0,,legitimate
zapp.ch,,30069.0,,legitimate
hebergement-web.ch,,30023.0,,legitimate
digicomp.ch,,89730.0,,legitimate
moneroseeds.ch,,39451.0,,legitimate
spectrospin.ch,,34410.0,,legitimate
funnygames.ch,,32416.0,,legitimate
kronoz.ch,,31941.0,,legitimate
desitvbox.ch,,31897.0,,legitimate
hostpower.ch,,30593.0,,legitimate
novahosting.ch,,30384.0,,legitimate
cdnlenouvelliste.ch,,30353.0,,legitimate
hosttree.ch,,30145.0,,legitimate
novacompany.ch,,29982.0,,legitimate
woz.ch,,29866.0,,legitimate
audi.ch,,29480.0,,legitimate
thevideo.ch,,29453.0,,legitimate
mycloud.ch,,29394.0,,legitimate
youngsolutions.ch,,29336.0,,legitimate
iotasear.ch,,29320.0,,legitimate
piaget.ch,,29210.0,,legitimate
geschichtedergegenwart.ch,,29117.0,,legitimate
srginsider.ch,,28948.0,,legitimate
coopzeitung.ch,,28891.0,,legitimate
itds.ch,,28524.0,,legitimate
starhosting.ch,,28271.0,,legitimate
agefi.ch,,28185.0,,legitimate
netserver.ch,,28115.0,,legitimate
moonb.ch,,80027.0,,legitimate
9anime.ch,,76528.0,,legitimate
cnnmoney.ch,,60378.0,,legitimate
sihlnet.ch,,43989.0,,legitimate
intel.ch,,38899.0,,legitimate
bitcoinsuisse.ch,,35825.0,,legitimate
opel.ch,,35500.0,,legitimate
osemziz.ch,,33964.0,,legitimate
matterhornparadise.ch,,33898.0,,legitimate
edarling.ch,,33499.0,,legitimate
rro.ch,,32941.0,,legitimate
gawnet.ch,,32927.0,,legitimate
monster.ch,,32445.0,,legitimate
dns-lstschenker.ch,,32385.0,,legitimate
com.ch,,32357.0,,legitimate
oyunlar.ch,,43858.0,,legitimate
visual-fantastix.ch,,38847.0,,legitimate
dmh.ch,,38646.0,,legitimate
tvnow.ch,,35075.0,,legitimate
dynamicad.ch,,32553.0,,legitimate
classicdb.ch,,32395.0,,legitimate
mercedes-benz.ch,,31831.0,,legitimate
ibone.ch,,30656.0,,legitimate
ethresear.ch,,30423.0,,legitimate
postdispat.ch,,30011.0,,legitimate
igte.ch,,29796.0,,legitimate
electrolux.ch,,29780.0,,legitimate
lacote.ch,,29377.0,,legitimate
webone.ch,,28620.0,,legitimate
swissgrid.ch,,40840.0,,legitimate
infoteam.ch,,33097.0,,legitimate
ebookhunter.ch,,32630.0,,legitimate
itligent.ch,,32138.0,,legitimate
cumari.ch,,30423.0,,legitimate
popnet.ch,,30177.0,,legitimate
zimi.ch,,30143.0,,legitimate
hug-ge.ch,,30034.0,,legitimate
swissnetwork.ch,,29947.0,,legitimate
opten.ch,,29945.0,,legitimate
ostjob.ch,,29908.0,,legitimate
klubschule.ch,,29869.0,,legitimate
gecko-media.ch,,29745.0,,legitimate
fhsg.ch,,29530.0,,legitimate
webhostings.ch,,29310.0,,legitimate
dublin-it.ch,,29066.0,,legitimate
prosieben.ch,,29005.0,,legitimate
sixa.ch,,28994.0,,legitimate
laregione.ch,,28982.0,,legitimate
aldi-suisse.ch,,28825.0,,legitimate
top-domains.ch,,28736.0,,legitimate
mediarbon.ch,,28725.0,,legitimate
nachdenken.ch,,88046.0,,legitimate
ruf.ch,,58084.0,,legitimate
swisspay.ch,,47351.0,,legitimate
752.ch,,41274.0,,legitimate
adconsole.ch,,40274.0,,legitimate
glowtec.ch,,36260.0,,legitimate
ocmp.ch,,35532.0,,legitimate
glp-architekten.ch,,35419.0,,legitimate
notexistsdomainabcdefghijklmnopqrstuvwxyz.ch,,34449.0,,legitimate
todaypk.ch,,33456.0,,legitimate
eroticmonkey.ch,,33116.0,,legitimate
lenta.ch,,30977.0,,legitimate
repelisplus.ch,,30969.0,,legitimate
ottos.ch,,30718.0,,legitimate
glp.ch,,30562.0,,legitimate
hornbach.ch,,29648.0,,legitimate
teletext.ch,,29484.0,,legitimate
unilu.ch,,29275.0,,legitimate
axnet.ch,,29253.0,,legitimate
credit-conseil.ch,,29230.0,,legitimate
motorradhandel-schweiz.ch,,28755.0,,legitimate
onlinepc.ch,,28039.0,,legitimate
credit-direct.ch,,28033.0,,legitimate
socialwebmedia.ch,,216700.0,,legitimate
eu-hoster.ch,,89167.0,,legitimate
sac-rinsberg.ch,,55240.0,,legitimate
halti.ch,,37491.0,,legitimate
winklercom.ch,,35687.0,,legitimate
slixa.ch,,34581.0,,legitimate
pool-informatik.ch,,30823.0,,legitimate
migrosbank.ch,,30329.0,,legitimate
vmhosting.ch,,29232.0,,legitimate
armenian.ch,,46491.0,,legitimate
geops.ch,,40726.0,,legitimate
kicktipp.ch,,38214.0,,legitimate
10x10.ch,,37910.0,,legitimate
tourdesuisse.ch,,35102.0,,legitimate
israbox.ch,,31705.0,,legitimate
holcimpartner.ch,,30887.0,,legitimate
canstockphoto.ch,,30226.0,,legitimate
albinfo.ch,,29038.0,,legitimate
redcross.ch,,28970.0,,legitimate
bmw.ch,,28510.0,,legitimate
groupemutuel.ch,,28387.0,,legitimate
brabbel.ch,,28206.0,,legitimate
pinoyofw.ch,,27971.0,,legitimate
schweizmobil-hosting.ch,,27957.0,,legitimate
westernunion.ch,,27896.0,,legitimate
dhondtdoit.ch,,50093.0,,legitimate
newasiantv.ch,,42946.0,,legitimate
xmodels.ch,,39316.0,,legitimate
escortwiz.ch,,33168.0,,legitimate
hellofamily.ch,,32680.0,,legitimate
cisel.ch,,30663.0,,legitimate
1channel.ch,,30137.0,,legitimate
pinoytva.ch,,30121.0,,legitimate
telezueri.ch,,29736.0,,legitimate
thomasmaurer.ch,,29669.0,,legitimate
8eyny.ch,,29261.0,,legitimate
tlaun.ch,,29059.0,,legitimate
mcdonalds.ch,,28561.0,,legitimate
zekihosting.ch,,28286.0,,legitimate
bote.ch,,27934.0,,legitimate
nettoshop.ch,,27730.0,,legitimate
paleo.ch,,27693.0,,legitimate
alogis.ch,,27672.0,,legitimate
serverip.ch,,27550.0,,legitimate
jobchannel.ch,,27443.0,,legitimate
home24.ch,,27441.0,,legitimate
e-fon.ch,,114584.0,,legitimate
heia-fr.ch,,44866.0,,legitimate
az-cdn.ch,,42030.0,,legitimate
mordor.ch,,40370.0,,legitimate
planet.ch,,32561.0,,legitimate
transx.ch,,32377.0,,legitimate
associationprojet.ch,,31587.0,,legitimate
alow.ch,,31442.0,,legitimate
belsoft.ch,,29938.0,,legitimate
mbsz-executive.ch,,29565.0,,legitimate
royalsavoy.ch,,28872.0,,legitimate
unmetered.ch,,28530.0,,legitimate
l7datacenter.ch,,28044.0,,legitimate
jumbo.ch,,27982.0,,legitimate
melectronics.ch,,27805.0,,legitimate
danuserwebservice.ch,,27629.0,,legitimate
breitband.ch,,27371.0,,legitimate
ip-plus.ch,,41308.0,,legitimate
dramaofw.ch,,36197.0,,legitimate
rockflow.ch,,35101.0,,legitimate
stmb.ch,,33691.0,,legitimate
teleclub.ch,,33288.0,,legitimate
rs-flond.ch,,31857.0,,legitimate
eblcom.ch,,31659.0,,legitimate
kauftipp.ch,,30152.0,,legitimate
schulerueschlikon.ch,,29045.0,,legitimate
medela.ch,,28751.0,,legitimate
dnstools.ch,,28631.0,,legitimate
ghielmimport.ch,,28445.0,,legitimate
tendersingles.ch,,28070.0,,legitimate
loro.ch,,26868.0,,legitimate
appuioapp.ch,,26793.0,,legitimate
visana.ch,,26771.0,,legitimate
host-n2o.ch,,49069.0,,legitimate
justnet.ch,,40111.0,,legitimate
ogekao.ch,,37325.0,,legitimate
ilcorsaronero.ch,,36295.0,,legitimate
spee.ch,,33234.0,,legitimate
snd64.ch,,32299.0,,legitimate
hostplanet.ch,,30478.0,,legitimate
swisscows.ch,,30066.0,,legitimate
snd48.ch,,29568.0,,legitimate
businessclick.ch,,29446.0,,legitimate
briss.ch,,29364.0,,legitimate
freshspace.ch,,29111.0,,legitimate
tsukuba.ch,,28852.0,,legitimate
webfg.ch,,28795.0,,legitimate
phonesear.ch,,28690.0,,legitimate
arcanite.ch,,28681.0,,legitimate
lexo.ch,,28363.0,,legitimate
gfmer.ch,,28230.0,,legitimate
geschwindigkeit.ch,,28072.0,,legitimate
x28.ch,,28048.0,,legitimate
ringieraxelspringer.ch,,27984.0,,legitimate
jjshouse.ch,,37939.0,,legitimate
securepop.ch,,28691.0,,legitimate
daydeal.ch,,28231.0,,legitimate
torrent9.ch,,27931.0,,legitimate
localpoint.ch,,27320.0,,legitimate
conet.ch,,27297.0,,legitimate
clik.ch,,27121.0,,legitimate
ochsnersport.ch,,27074.0,,legitimate
goline.ch,,26994.0,,legitimate
netmeter.ch,,26981.0,,legitimate
i-community.ch,,26827.0,,legitimate
jabraheadsets.ch,,37557.0,,legitimate
weltwoche.ch,,35669.0,,legitimate
ncag.ch,,34508.0,,legitimate
itaca.ch,,28536.0,,legitimate
animeultima.ch,,27633.0,,legitimate
exchange-swiss.ch,,27435.0,,legitimate
parlament.ch,,26962.0,,legitimate
velocita.ch,,26583.0,,legitimate
goojara.ch,,26416.0,,legitimate
artification.ch,,26161.0,,legitimate
diag.ch,,25869.0,,legitimate
higgs.ch,,80811.0,,legitimate
wicki-transport.ch,,50938.0,,legitimate
tamilrockerss.ch,,48636.0,,legitimate
shop-apotheke.ch,,42009.0,,legitimate
2movierulz.ch,,40420.0,,legitimate
123movies4u.ch,,37377.0,,legitimate
isar.ch,,32967.0,,legitimate
swissprivacylab.ch,,32840.0,,legitimate
comotive.ch,,31485.0,,legitimate
connects.ch,,30376.0,,legitimate
swisswebcams.ch,,29786.0,,legitimate
locoone.ch,,29715.0,,legitimate
auto-doc.ch,,29346.0,,legitimate
derendinger.ch,,29267.0,,legitimate
ballwatch.ch,,29129.0,,legitimate
publicitas.ch,,29127.0,,legitimate
zug.ch,,29092.0,,legitimate
adwired.ch,,28893.0,,legitimate
sag-ag.ch,,28876.0,,legitimate
songsear.ch,,28586.0,,legitimate
ss5.ch,,28467.0,,legitimate
carma.ch,,28447.0,,legitimate
divio.ch,,28364.0,,legitimate
objectif-web.ch,,28232.0,,legitimate
easyzone.ch,,,14764.0,legitimate
all-your-top1000-are-belong-to-us.ch,,,9249.0,legitimate
ibllc.ch,,,8128.0,legitimate
securewebservices.ch,,,7516.0,legitimate
schwarzkopf.ch,,,6900.0,legitimate
ipdinstitute.ch,,,6784.0,legitimate
internetradio-schweiz.ch,,,6273.0,legitimate
iprolink.ch,,,6052.0,legitimate
happyfashion.ch,,,5872.0,legitimate
openweb.ch,,,5614.0,legitimate
vontobel.ch,,,5394.0,legitimate
azag.ch,,,5391.0,legitimate
chregister.ch,,,5279.0,legitimate
palexpo.ch,,,5210.0,legitimate
shure.ch,,,5187.0,legitimate
leparking.ch,,,5136.0,legitimate
matter-ammann.ch,,,5090.0,legitimate
hcweb.ch,,,5048.0,legitimate
itpoint.ch,,,5038.0,legitimate
tyle.ch,,,4975.0,legitimate
spin.ch,,,4954.0,legitimate
sky.ch,,,4953.0,legitimate
goeuro.ch,,,4931.0,legitimate
onlinemoviewatch.ch,,,4930.0,legitimate
rega.ch,,,4906.0,legitimate
glastroesch.ch,,,4903.0,legitimate
chopard.ch,,,4894.0,legitimate
video2000.ch,,,4831.0,legitimate
autolina.ch,,,4811.0,legitimate
nashagazeta.ch,,,4810.0,legitimate
eta.ch,,,4803.0,legitimate
bookie.ch,,,4771.0,legitimate
railtour.ch,,,4729.0,legitimate
web-alm.ch,,,4694.0,legitimate
zuerich.ch,,,4689.0,legitimate
cardcenter.ch,,,4653.0,legitimate
ilef.ch,,,4646.0,legitimate
schweizer-messebau.ch,,,4630.0,legitimate
solique.ch,,,4615.0,legitimate
centralnet.ch,,,4601.0,legitimate
edificom.ch,,,4594.0,legitimate
dcinet.ch,,,4576.0,legitimate
torch.ch,,,4558.0,legitimate
fintechnews.ch,,,4555.0,legitimate
bausch-lomb.ch,,,4549.0,legitimate
telebasel.ch,,,4522.0,legitimate
swoodoo.ch,,,4506.0,legitimate
eesp.ch,,,4489.0,legitimate
calyps.ch,,,4478.0,legitimate
ddnss.ch,,,4472.0,legitimate
adlershop.ch,,,4466.0,legitimate
leuchterag.ch,,,4461.0,legitimate
assaly.ch,,,14304.0,legitimate
js-analysen.ch,,,8781.0,legitimate
efswiss.ch,,,6438.0,legitimate
trello.ch,,,5294.0,legitimate
lxt.ch,,,5189.0,legitimate
webhost4u.ch,,,5117.0,legitimate
tamilrockerrs.ch,,,4997.0,legitimate
oscolo.ch,,,4720.0,legitimate
cspta.ch,,,4655.0,legitimate
andev.ch,,,4493.0,legitimate
cts-ag.ch,,,4451.0,legitimate
krypton.ch,,,4423.0,legitimate
mkf.ch,,,4342.0,legitimate
ar.ch,,,4322.0,legitimate
martronic.ch,,,4256.0,legitimate
call-up.ch,,,4210.0,legitimate
ows.ch,,,4170.0,legitimate
cubic.ch,,,4144.0,legitimate
avensys.ch,,,4030.0,legitimate
xnova.ch,,,4020.0,legitimate
simmcomm.ch,,,4008.0,legitimate
clientis.ch,,,4007.0,legitimate
imn.ch,,,3979.0,legitimate
moneysoft.ch,,,3969.0,legitimate
ksd.ch,,,3952.0,legitimate
glarotech.ch,,,3943.0,legitimate
chromaflex.ch,,,3940.0,legitimate
itexacloud.ch,,,3910.0,legitimate
opernhaus.ch,,,3886.0,legitimate
tam.ch,,,3871.0,legitimate
uditis.ch,,,3847.0,legitimate
spamcleaner.ch,,,3824.0,legitimate
netflix.ch,,,3823.0,legitimate
29a.ch,,,3820.0,legitimate
cablex.ch,,,3810.0,legitimate
insyma.ch,,,3807.0,legitimate
cofex.ch,,,3805.0,legitimate
aspcloud.ch,,,3803.0,legitimate
ctekag.ch,,,3792.0,legitimate
netmarq.ch,,,3792.0,legitimate
pyle.ch,,,3778.0,legitimate
hostedbusiness.ch,,,3772.0,legitimate
acg-geneve.ch,,,3756.0,legitimate
world-connect.ch,,,3749.0,legitimate
sinar.ch,,,3747.0,legitimate
zubler.ch,,,3729.0,legitimate
rizag.ch,,,3721.0,legitimate
cqo.ch,,,7634.0,legitimate
hip-chat.ch,,,7244.0,legitimate
sourcetree.ch,,,7228.0,legitimate
hipchat.ch,,,6903.0,legitimate
sagakhan.ch,,,6596.0,legitimate
2consult.ch,,,6214.0,legitimate
viproso.ch,,,5753.0,legitimate
popcorntime-online.ch,,,5640.0,legitimate
format-ag.ch,,,5518.0,legitimate
tankred.ch,,,5262.0,legitimate
winet.ch,,,5163.0,legitimate
tiscali.ch,,,4771.0,legitimate
iwc.ch,,,4669.0,legitimate
flyingservers.ch,,,4485.0,legitimate
w3design.ch,,,4454.0,legitimate
baume-et-mercier.ch,,,4282.0,legitimate
lcc.ch,,,4278.0,legitimate
dalco.ch,,,4231.0,legitimate
mastercard.ch,,,4154.0,legitimate
donze-baume.ch,,,4139.0,legitimate
campusghh.ch,,,4135.0,legitimate
mailscanner.ch,,,4127.0,legitimate
in4out.ch,,,4085.0,legitimate
vacheron-constantin.ch,,,4084.0,legitimate
panerai.ch,,,4084.0,legitimate
projektvenice.ch,,,4063.0,legitimate
servergarden.ch,,,4015.0,legitimate
lange-soehne.ch,,,4015.0,legitimate
schiff.ch,,,3999.0,legitimate
vipernet-design.ch,,,3999.0,legitimate
deepmovie.ch,,,3999.0,legitimate
streamlineag.ch,,,3973.0,legitimate
cloudfor.ch,,,3962.0,legitimate
vat.ch,,,3947.0,legitimate
vacheronconstantin.ch,,,3938.0,legitimate
sefar.ch,,,3937.0,legitimate
ackle.ch,,,3926.0,legitimate
suisa.ch,,,3921.0,legitimate
demicomp.ch,,,3920.0,legitimate
kmu-datacenter.ch,,,3914.0,legitimate
socialcoa.ch,,,3912.0,legitimate
cartiercharitablefoundation.ch,,,3902.0,legitimate
novg.ch,,,10573.0,legitimate
nzz-tech.ch,,,8564.0,legitimate
weightwatchers.ch,,,7094.0,legitimate
applicare.ch,,,6979.0,legitimate
bauder-ag.ch,,,6471.0,legitimate
openoffice.ch,,,5948.0,legitimate
litepay.ch,,,5897.0,legitimate
dnsserver.ch,,,5888.0,legitimate
jpn.ch,,,5772.0,legitimate
laureus.ch,,,5632.0,legitimate
hoefer.ch,,,5593.0,legitimate
yoursite.ch,,,5351.0,legitimate
honrep.ch,,,5294.0,legitimate
varinor.ch,,,5268.0,legitimate
cylex.ch,,,5213.0,legitimate
populus.ch,,,4867.0,legitimate
web-elements.ch,,,4839.0,legitimate
cuida.ch,,,4740.0,legitimate
pingnet.ch,,,4737.0,legitimate
muttenznet.ch,,,4677.0,legitimate
germania.ch,,,4598.0,legitimate
yggtorrent.ch,,,4475.0,legitimate
hostarea.ch,,,4422.0,legitimate
ofac.ch,,,4390.0,legitimate
sv-group.ch,,,4372.0,legitimate
swissits.ch,,,4362.0,legitimate
notari.ch,,,4275.0,legitimate
miaxcom.ch,,,4246.0,legitimate
aet.ch,,,4241.0,legitimate
didacware.ch,,,4202.0,legitimate
immensys.ch,,,4196.0,legitimate
abanet.ch,,,4195.0,legitimate
promatrix.ch,,,4143.0,legitimate
deep-impact.ch,,,4125.0,legitimate
pirateproxy.ch,,,6129.0,legitimate
nbchamps.ch,,,4350.0,legitimate
elysees.ch,,,4315.0,legitimate
valate.ch,,,4188.0,legitimate
swisssecuritylab.ch,,,4147.0,legitimate
kaktus.ch,,,4060.0,legitimate
topway.ch,,,4050.0,legitimate
integration.ch,,,4024.0,legitimate
it-enhanzz.ch,,,4014.0,legitimate
securemailservice.ch,,,3980.0,legitimate
adies.ch,,,3950.0,legitimate
alcontex.ch,,,3911.0,legitimate
deltateam.ch,,,3854.0,legitimate
gna.ch,,,3848.0,legitimate
wint.ch,,,3823.0,legitimate
paranet.ch,,,3807.0,legitimate
rzobt.ch,,,3794.0,legitimate
stadtbranchenbuch.ch,,,3783.0,legitimate
ommail.ch,,,3772.0,legitimate
dwa.ch,,,3756.0,legitimate
globaz.ch,,,3702.0,legitimate
gerszt.ch,,,3695.0,legitimate
phnet.ch,,,3679.0,legitimate
tagaviation.ch,,,3667.0,legitimate
delacher.ch,,,3641.0,legitimate
azinformatique.ch,,,3584.0,legitimate
safecenter.ch,,,3553.0,legitimate
zurrose.ch,,,3549.0,legitimate
alphanet.ch,,,3549.0,legitimate
netland.ch,,,3540.0,legitimate
platform.ch,,,3534.0,legitimate
maharishi.ch,,,3533.0,legitimate
milnet.ch,,,3530.0,legitimate
swissdomains.ch,,,3529.0,legitimate
bbbaden.ch,,,3520.0,legitimate
comdo.ch,,,3517.0,legitimate
schurter.ch,,,3512.0,legitimate
pallas-gruppe.ch,,,3503.0,legitimate
stadtluzern.ch,,,3493.0,legitimate
annonz.ch,,,3483.0,legitimate
ict-olten.ch,,,3446.0,legitimate
itris.ch,,,3420.0,legitimate
vorte.ch,,,9225.0,legitimate
n1ck.ch,,,8290.0,legitimate
forebase.ch,,,5883.0,legitimate
dynanet.ch,,,4577.0,legitimate
upnethosting.ch,,,4540.0,legitimate
nstu.ch,,,4481.0,legitimate
earth.ch,,,4465.0,legitimate
gebtek.ch,,,4361.0,legitimate
arcmedia.ch,,,4183.0,legitimate
swissvon.ch,,,4167.0,legitimate
leucom.ch,,,4114.0,legitimate
vtxfree.ch,,,4026.0,legitimate
artmotion.ch,,,3980.0,legitimate
careum.ch,,,3960.0,legitimate
seabix.ch,,,3954.0,legitimate
helvpost.ch,,,3947.0,legitimate
hugo.ch,,,3910.0,legitimate
acvie.ch,,,3891.0,legitimate
ahv-iv.ch,,,3858.0,legitimate
escortfish.ch,,,3853.0,legitimate
uhbs.ch,,,3847.0,legitimate
merbag.ch,,,3839.0,legitimate
.0,,,,legitimate
qldc.ch,,,4789.0,legitimate
infoisinfo.ch,,,4778.0,legitimate
exclusivdesign.ch,,,4680.0,legitimate
twi-ag.ch,,,4552.0,legitimate
rkocom.ch,,,4546.0,legitimate
vpweb.ch,,,4508.0,legitimate
camptocamp.ch,,,4449.0,legitimate
apt.ch,,,4240.0,legitimate
alldom.ch,,,4204.0,legitimate
nlpte.ch,,,4172.0,legitimate
corvent.ch,,,4118.0,legitimate
starsled.ch,,,4118.0,legitimate
porcus.ch,,,4040.0,legitimate
paypal.ch,,,3997.0,legitimate
ksz.ch,,,3978.0,legitimate
filmesonlinex.ch,,,3890.0,legitimate
holzapfel.ch,,,3883.0,legitimate
krk01.ch,,,3881.0,legitimate
limmat.ch,,,3859.0,legitimate
tic.ch,,,3840.0,legitimate
ip-tech.ch,,,3838.0,legitimate
geoweb.ch,,,3833.0,legitimate
ms-link.ch,,,3817.0,legitimate
schweizdesign.ch,,,3811.0,legitimate
teleclubzoom.ch,,,8231.0,legitimate
wgag.ch,,,6833.0,legitimate
boesch-web.ch,,,4936.0,legitimate
graf-ism.ch,,,4765.0,legitimate
regionyonsport.ch,,,4645.0,legitimate
skrun.ch,,,4623.0,legitimate
abomentos.ch,,,4069.0,legitimate
krk02.ch,,,4008.0,legitimate
ibrows.ch,,,3993.0,legitimate
webpass.ch,,,3973.0,legitimate
braendle-druck.ch,,,3942.0,legitimate
bibus.ch,,,3922.0,legitimate
open-closed.ch,,,3868.0,legitimate
reebok.ch,,,7264.0,legitimate
nnmclub.ch,,,6211.0,legitimate
webinsite.ch,,,5595.0,legitimate
emakina.ch,,,5158.0,legitimate
infoconnect.ch,,,5045.0,legitimate
theindustry.ch,,,5019.0,legitimate
swissplaza.ch,,,4743.0,legitimate
org.ch,,,4628.0,legitimate
nelweb.ch,,,4626.0,legitimate
gemue.ch,,,4607.0,legitimate
egencia.ch,,,4512.0,legitimate
lexpress.ch,,,4505.0,legitimate
worldnet.ch,,,4482.0,legitimate
hpbsc.ch,,,4479.0,legitimate
ascloud.ch,,,4471.0,legitimate
eccadia.ch,,,4450.0,legitimate
balgrist.ch,,,4420.0,legitimate
smart-dynamic.ch,,,4410.0,legitimate
simplysoft.ch,,,4406.0,legitimate
davidoff.ch,,,4402.0,legitimate
siag.ch,,,4402.0,legitimate
zueriost.ch,,,4399.0,legitimate
ehosting.ch,,,4392.0,legitimate
levcloud.ch,,,4387.0,legitimate
all-cloud.ch,,,4375.0,legitimate
i-host.ch,,,4366.0,legitimate
portalfinalfantasy.ch,,,4365.0,legitimate
c-comm.ch,,,4354.0,legitimate
bernexpo.ch,,,4347.0,legitimate
beltronic.ch,,,4319.0,legitimate
ipi.ch,,,4303.0,legitimate
swisscancer.ch,,,4274.0,legitimate
gsdnet.ch,,,4274.0,legitimate
abissa.ch,,,4262.0,legitimate
maxr.ch,,,4262.0,legitimate
rhenus.ch,,,4261.0,legitimate
ccontrols.ch,,,4249.0,legitimate
cxbkp.ch,,,4242.0,legitimate
andeo-hosting.ch,,,4240.0,legitimate
netfuture.ch,,,4237.0,legitimate
cloud-dns.ch,,,6999.0,legitimate
fcaarberg.ch,,,5190.0,legitimate
portalroms.ch,,,5111.0,legitimate
oferlo.ch,,,5061.0,legitimate
glion.ch,,,4498.0,legitimate
aam.ch,,,4412.0,legitimate
quandoo.ch,,,4260.0,legitimate
urbanet.ch,,,4127.0,legitimate
bestsecret.ch,,,4119.0,legitimate
ihoster.ch,,,4109.0,legitimate
internetservices.ch,,,4098.0,legitimate
ewz.ch,,,4034.0,legitimate
lyst.ch,,,10398.0,legitimate
ajoie-net.ch,,,6540.0,legitimate
amway.ch,,,4550.0,legitimate
meinungsplatz.ch,,,4350.0,legitimate
tgarcia.ch,,,4196.0,legitimate
eskytravel.ch,,,4119.0,legitimate
cookidoo.ch,,,4083.0,legitimate
ticketswap.ch,,,4037.0,legitimate
treatwell.ch,,,3871.0,legitimate
lindt.ch,,,3773.0,legitimate
scmdev.ch,,,3698.0,legitimate
iz-net.ch,,,3664.0,legitimate
wpacademy.ch,,,3642.0,legitimate
pihosting.ch,,,3642.0,legitimate
fh-htwchur.ch,,,3640.0,legitimate
uncc.ch,,,5315.0,legitimate
lohmueller.ch,,,5291.0,legitimate
kwc.ch,,,4573.0,legitimate
cryptomoneybank.ch,,,4461.0,legitimate
keepvid.ch,,,4296.0,legitimate
carforyou.ch,,,4207.0,legitimate
spotwerbung.ch,,,4074.0,legitimate
golfasem.ch,,,3941.0,legitimate
ewb.ch,,,3940.0,legitimate
idgod.ch,,,3869.0,legitimate
locanto.ch,,,3852.0,legitimate
openforumdavos.ch,,,3802.0,legitimate
eurisco.ch,,,3798.0,legitimate
polyvore.ch,,,3797.0,legitimate
linsenkontakt.ch,,,3728.0,legitimate
glacierexpress.ch,,,3628.0,legitimate
cornercard.ch,,,3607.0,legitimate
globetrotter.ch,,,3594.0,legitimate
themarket.ch,,,3547.0,legitimate
weiter.ch,,,3538.0,legitimate
setswit.ch,,,3522.0,legitimate
livesystems.ch,,,3521.0,legitimate
uefa.ch,,,3497.0,legitimate
datacenterlight.ch,,,9055.0,legitimate
yendis.ch,,,4901.0,legitimate
flvto.ch,,,4785.0,legitimate
ytmp3.ch,,,4733.0,legitimate
bluwin.ch,,,4519.0,legitimate
hostbliss.ch,,,3969.0,legitimate
osmir.ch,,,3894.0,legitimate
